artist,title,duration_dali,duration_rockband,delta,filename_dali,filename_rockband
beastie boys,sabotage,178.02229166666663,186.7288888888889,5.603555555555555,/mnt/nfs/analysis/audio_database/dali/audio/7e1eb51ff25a41368ed33da100ac1810.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Beastie Boys - Sabotage
queen,bicycle race,182.19027083333333,180.69727083333333,-0.832,/mnt/nfs/analysis/audio_database/dali/audio/7fd320dd60e64991a54c3903739f4ff4.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Bicycle Race
bon jovi,i'll be there for you,350.500125,345.36666666666673,5.781333333333333,/mnt/nfs/analysis/audio_database/dali/audio/807f707bb1c443ec9f93bba3f0b81dda.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bon Jovi - I'll Be There For You
queen,hammer to fall,216.43755102040816,221.02533333333332,3.0506666666666664,/mnt/nfs/analysis/audio_database/dali/audio/81171230548549e896d7732be847c694.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Hammer to Fall
bon jovi,blaze of glory,342.2686458333333,340.70533333333333,0.384,/mnt/nfs/analysis/audio_database/dali/audio/82bf0ff1c5414d4d92172ad2a92e06f8.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bon Jovi - Blaze Of Glory
kiss,shout it out loud,183.34476190476192,178.972,-7.637333333333333,/mnt/nfs/analysis/audio_database/dali/audio/82d48c15e917460db7cb83e911d580c6.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Kiss - Shout It Out Loud
red hot chili peppers,suck my kiss,218.93585416666667,221.50530612244896,3.9938321995464854,/mnt/nfs/analysis/audio_database/dali/audio/8404cf8259424ef892faf8b8200f94b6.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Suck My Kiss
maroon 5,harder to breathe,179.8516099773243,175.8733333333333,1.0666666666666667,/mnt/nfs/analysis/audio_database/dali/audio/853e4bc739c64c42af355ad238d72e16.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Maroon 5 - Harder to Breathe
john lennon,imagine,187.9952708333333,193.4093333333333,7.210666666666667,/mnt/nfs/analysis/audio_database/dali/audio/888ce97e9b5147498dc70194b522c051.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/John Lennon - Imagine
green day,before the lobotomy,277.17224489795916,284.27066666666667,3.861333333333333,/mnt/nfs/analysis/audio_database/dali/audio/88ac8d580bc5414b8c89c46a1c26f2b5.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Before the Lobotomy
iggy pop,the passenger,289.79154166666666,292.4858049886621,-3.297233560090703,/mnt/nfs/analysis/audio_database/dali/audio/8ae4aadb042c44b49046be7ef0b2b075.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Iggy Pop - The Passenger
the rasmus,in the shadows,232.00897916666668,241.34249433106567,-2.693514739229025,/mnt/nfs/analysis/audio_database/dali/audio/8b25d04d1cb54bfda738ee484720e135.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Rasmus - In The Shadows
bruce springsteen,the river,300.8906875,309.6554648526078,-0.3482993197278912,/mnt/nfs/analysis/audio_database/dali/audio/8cef9019e4454fbe8722774005235207.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bruce Springsteen - The River
stevie nicks,edge of seventeen,328.278625,336.20135416666665,-0.29866666666666664,/mnt/nfs/analysis/audio_database/dali/audio/8e3ba70616ff49b1bda0e2c5f28b8578.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Stevie Nicks - Edge of Seventeen
eagles,life in the fast lane,290.14639455782316,290.156,2.837333333333333,/mnt/nfs/analysis/audio_database/dali/audio/915c867a5dd4449bb7a2eace1b280f29.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Eagles - Life In The Fast Lane
red hot chili peppers,scar tissue,220.77022916666667,220.06566893424042,4.899410430839002,/mnt/nfs/analysis/audio_database/dali/audio/92826d5549ff4c7a95aee7a62836cae2.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Scar Tissue
bob dylan,tangled up in blue,342.68660416666665,350.41378684807256,4.365351473922902,/mnt/nfs/analysis/audio_database/dali/audio/980e824116b14379833ce2de70ec0875.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bob Dylan - Tangled Up in Blue
counting crows,accidentally in love,194.10210416666663,194.99392290249432,4.435011337868481,/mnt/nfs/analysis/audio_database/dali/audio/98ec3201a8ef4876bff159b4c3a58d20.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Counting Crows - Accidentally in Love
red hot chili peppers,breaking the girl,297.49405895691615,300.6098866213152,3.320453514739229,/mnt/nfs/analysis/audio_database/dali/audio/9c89cdf204a541d58cdf7d273157445a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Breaking the Girl
the offspring,self esteem,255.9535600907029,261.0256689342404,3.8545124716553287,/mnt/nfs/analysis/audio_database/dali/audio/9c8bbe8d851c4f439032d2d0cc199540.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Offspring - Self Esteem
screaming trees,nearly lost you,246.32379166666664,250.4780045351474,4.73687074829932,/mnt/nfs/analysis/audio_database/dali/audio/a166888490d744638d9a2d7637d9cd80.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Screaming Trees - Nearly Lost You
david bowie,ziggy stardust,198.30857142857144,198.73772916666667,-0.064,/mnt/nfs/analysis/audio_database/dali/audio/a1c2773d54d14d8ea7467a7fdd67dcc1.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/David Bowie - Ziggy Stardust
reo speedwagon,take it on the run,243.83925,244.364,6.058666666666666,/mnt/nfs/analysis/audio_database/dali/audio/a87392ea6100446aabe6527651f2ae54.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/REO Speedwagon - Take It on The Run
billy joel,she's always a woman,190.4681875,195.9368333333333,-0.36266666666666664,/mnt/nfs/analysis/audio_database/dali/audio/a8c8b907ceba45ffbafc70e812ceab3a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Billy Joel - She's Always A Woman
green day,restless heart syndrome,260.33704166666666,260.764,0.08533333333333333,/mnt/nfs/analysis/audio_database/dali/audio/a8f63d0e35114ebc9c0964d0b753b1f4.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Restless Heart Syndrome
oasis,live forever,279.18002083333334,281.0673922902494,1.5557369614512473,/mnt/nfs/analysis/audio_database/dali/audio/ad62c709fb214da8b553974280aa05ec.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Oasis - Live Forever
creedence clearwater revival,down on the corner,164.7753125,162.65466666666666,-2.6666666666666665,/mnt/nfs/analysis/audio_database/dali/audio/ae76ab0b3b7f4f4c81fe90a48e0ca0cb.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Creedence Clearwater Revival - Down on the Corner
sublime,santeria,183.5138125,186.31333333333333,2.752,/mnt/nfs/analysis/audio_database/dali/audio/b002c06845a84bbe8bee4cc2ca07e8fb.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Sublime - Santeria
red hot chili peppers,parallel universe,270.0088888888889,269.2253333333333,1.3866666666666667,/mnt/nfs/analysis/audio_database/dali/audio/b0a245ede453409cbcf8555a4ca0074d.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Parallel Universe
queen,play the game,213.44433333333333,216.23066666666668,-3.264,/mnt/nfs/analysis/audio_database/dali/audio/b28487da44f7452f89095ee1bc7201c4.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Play The Game
the offspring,gone away,263.1118125,267.85523809523806,1.509297052154195,/mnt/nfs/analysis/audio_database/dali/audio/b3f05b2e58fe4b6eb54554ea5c32367f.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Offspring - Gone Away
the offspring,pretty fly (for a white guy),201.224126984127,193.0347392290249,-7.569705215419502,/mnt/nfs/analysis/audio_database/dali/audio/b4562207e751499a94c75b9aa9922ae0.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Offspring - Pretty Fly (For a White Guy)
foo fighters,doll,88.695125,92.06566893424036,3.4365532879818597,/mnt/nfs/analysis/audio_database/dali/audio/b6d0e327107b4998836e441f275139d6.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Foo Fighters - Doll
the black keys,lonely boy,192.5863038548753,192.00933333333333,-0.768,/mnt/nfs/analysis/audio_database/dali/audio/b7eaa3ed418e436bb92c1aff946b0d99.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Black Keys - Lonely Boy
nirvana,heart-shaped box,284.19554166666666,284.18533333333335,4.4799999999999995,/mnt/nfs/analysis/audio_database/dali/audio/b998d9acdf274db9b1a2af261d91023d.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Nirvana - Heart-Shaped Box
iron maiden,the wicker man,275.4532291666667,280.15891156462584,4.504671201814059,/mnt/nfs/analysis/audio_database/dali/audio/c1d94dadcc4c450699bf6ddfbe9c0c1b.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Iron Maiden - The Wicker Man
the raconteurs,"steady, as she goes",215.02329166666667,222.444,4.458666666666667,/mnt/nfs/analysis/audio_database/dali/audio/c21fedb4c4e04bc799b747e71712639d.mp3,"/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Raconteurs - Steady, As She Goes"
green day,american idiot,182.2831458333333,178.26266666666663,1.7066666666666666,/mnt/nfs/analysis/audio_database/dali/audio/c30ba31fa1da4a84bd495b359698cd5a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - American Idiot
r.e.m.,stand,193.91635416666668,188.9293333333333,-1.536,/mnt/nfs/analysis/audio_database/dali/audio/c6db7d0245894a83bf338adde0879a1a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/R.E.M. - Stand
creedence clearwater revival,travelin' band,127.55372916666668,128.812,2.453333333333333,/mnt/nfs/analysis/audio_database/dali/audio/c909d6ffecd243a6afa230bcec2a5f3d.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Creedence Clearwater Revival - Travelin' Band
nirvana,rape me,171.32698412698412,168.1,-0.6613333333333333,/mnt/nfs/analysis/audio_database/dali/audio/c92c0fda6be843979b43c50304a3d65b.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Nirvana - Rape Me
roy orbison,in dreams,171.78772916666668,174.108,2.389333333333333,/mnt/nfs/analysis/audio_database/dali/audio/ccc169aa6a884a9988718be959315781.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Roy Orbison - In Dreams
red hot chili peppers,naked in the rain,265.8285416666667,271.030566893424,3.7151927437641725,/mnt/nfs/analysis/audio_database/dali/audio/cd2a4b32d3d84a5bae3dd1ad57da3641.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Naked in the Rain
the doors,love me two times,197.2368125,198.84133333333332,3.4986666666666664,/mnt/nfs/analysis/audio_database/dali/audio/cfd9bd7f80f84725b4c5288a695d2ea3.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Doors - Love Me Two Times
coldplay,in my place,228.8602267573696,229.212,2.965333333333333,/mnt/nfs/analysis/audio_database/dali/audio/d22be1e24fb2425fb834971194ecd0bb.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Coldplay - In My Place
muse,assassin,211.23192743764173,220.24462585034013,3.4829931972789114,/mnt/nfs/analysis/audio_database/dali/audio/d46b926234b04b168862f4db8d81846a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Muse - Assassin
red hot chili peppers,by the way,217.7980833333333,217.1266666666667,0.9173333333333333,/mnt/nfs/analysis/audio_database/dali/audio/d7ecab86f78d4a2e9ba4802dce113316.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - By the Way
ramones,teenage lobotomy,121.48680272108842,126.82013605442177,4.806530612244898,/mnt/nfs/analysis/audio_database/dali/audio/dc4c027e567542af8346f5595e52e862.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Ramones - Teenage Lobotomy
la roux,bulletproof,205.6424375,209.06,3.264,/mnt/nfs/analysis/audio_database/dali/audio/dfe90767bc53454fb6d24da1c902bf0c.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/La Roux - Bulletproof
green day,geek stink breath,142.499410430839,137.012,0.6613333333333333,/mnt/nfs/analysis/audio_database/dali/audio/e31759f02bb84ecbaa3afc783668ce2a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Geek Stink Breath
green day,whatsername,251.478625,250.756,3.6906666666666665,/mnt/nfs/analysis/audio_database/dali/audio/e3ede55a27094c0297fb8e564eebcb12.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Whatsername
green day,emenius sleepus,104.02029166666668,106.26,2.389333333333333,/mnt/nfs/analysis/audio_database/dali/audio/e4a4b6c3555b46efad0e0573fb6a0a0f.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Emenius Sleepus
the doors,touch me,188.71508333333333,194.826,4.010666666666666,/mnt/nfs/analysis/audio_database/dali/audio/e4decf8b09e24e87a07032fba9932eb0.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Doors - Touch Me
r.e.m.,superman,173.12943310657596,166.03599999999997,-8.149333333333333,/mnt/nfs/analysis/audio_database/dali/audio/e5e54273933e4b6f8278bf649a945d50.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/R.E.M. - Superman
green day,good riddance (time of your life),153.38591666666667,157.516,2.496,/mnt/nfs/analysis/audio_database/dali/audio/e64aed27b6d64630985a5bc2ad571383.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Good Riddance (Time of Your Life)
talking heads,psycho killer,267.709375,268.4879818594104,3.7151927437641725,/mnt/nfs/analysis/audio_database/dali/audio/e6f626267ded4fbd983101bb01d19559.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Talking Heads - Psycho Killer
siouxsie and the banshees,the killing jar,245.32533333333333,251.46485260770973,3.6919727891156464,/mnt/nfs/analysis/audio_database/dali/audio/e727343bcbf44561a637ae862515a8be.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Siouxsie and The Banshees - The Killing Jar
franz ferdinand,take me out,235.01566666666668,240.74533333333332,2.816,/mnt/nfs/analysis/audio_database/dali/audio/e8ec40bdaa6840d5b1944c399e1d29f3.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Franz Ferdinand - Take Me Out
jefferson airplane,somebody to love,181.02927083333333,181.04163265306119,3.1579138321995464,/mnt/nfs/analysis/audio_database/dali/audio/ecd0c9f3ad8940fe92473567e1cd2aab.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Jefferson Airplane - Somebody To Love
green day,hitchin' a ride,172.30222222222218,169.02,0.128,/mnt/nfs/analysis/audio_database/dali/audio/ee7eded5a9c543cf8d36c2162115a7a1.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Hitchin' a Ride
red hot chili peppers,tell me baby,247.98402083333332,247.6887074829932,3.9706122448979593,/mnt/nfs/analysis/audio_database/dali/audio/ee930f6836b748c69e819c7e927227ce.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Tell Me Baby
green day,homecoming,558.6068027210885,559.7586666666666,3.861333333333333,/mnt/nfs/analysis/audio_database/dali/audio/eeff47a4e85244f89fe2c51558316ce8.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Homecoming
iron maiden,wasted years,309.71427083333333,310.7918367346938,4.2260317460317465,/mnt/nfs/analysis/audio_database/dali/audio/ef8e025c01584c2196c9de90881c8838.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Iron Maiden - Wasted Years
creedence clearwater revival,who'll stop the rain,150.04734693877555,152.75392290249434,3.4829931972789114,/mnt/nfs/analysis/audio_database/dali/audio/f00353cc98844dc596a36c3de1592a70.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Creedence Clearwater Revival - Who'll Stop the Rain
metallica,battery,312.6784580498866,316.3152834467121,2.2987755102040817,/mnt/nfs/analysis/audio_database/dali/audio/f1362430bc7a4966aef97ddcb1cfd5be.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Metallica - Battery
orgy,blue monday,266.2348958333333,274.52133333333336,2.901333333333333,/mnt/nfs/analysis/audio_database/dali/audio/f43ce97aec4047b6873e85d918f0b945.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Orgy - Blue Monday
fleetwood mac,don't stop,197.9333958333333,193.7303958333333,-2.2613333333333334,/mnt/nfs/analysis/audio_database/dali/audio/f4568f2f17f144138ad1640aee81aaeb.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Fleetwood Mac - Don't Stop
iron maiden,the trooper,254.06764583333333,256.4658503401361,3.622312925170068,/mnt/nfs/analysis/audio_database/dali/audio/f5cc27cd7a5e4a72b9e85ad5c158d443.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Iron Maiden - The Trooper
queen,don't stop me now,210.77404166666668,215.34657596371883,-4.574331065759638,/mnt/nfs/analysis/audio_database/dali/audio/f5cc7c27ecc64fbabe674d0d5b477679.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Don't Stop Me Now
fleetwood mac,landslide,199.791,195.4765833333333,-0.29866666666666664,/mnt/nfs/analysis/audio_database/dali/audio/f69f6066baaf438f853c01c9ce3561e1.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Fleetwood Mac - Landslide
foo fighters,my hero,259.8530612244898,255.00589569161,5.9675283446712015,/mnt/nfs/analysis/audio_database/dali/audio/f81da6232c9d4941a4d993b586eb7c6a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Foo Fighters - My Hero
rick springfield,jessie's girl,195.21015873015872,197.03437641723357,3.6687528344671203,/mnt/nfs/analysis/audio_database/dali/audio/f946ef7504e54bffad8374c89f5ec8da.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Rick Springfield - Jessie's Girl
roy orbison,you got it,210.2632083333333,213.95066666666668,3.6906666666666665,/mnt/nfs/analysis/audio_database/dali/audio/fe66b34cd1b349dfb751798b6dbcf952.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Roy Orbison - You Got It
blink-182,dammit,170.63835416666666,169.80607709750566,1.6950566893424037,/mnt/nfs/analysis/audio_database/dali/audio/fecaf1f8ac46423c95966194eebb7d7d.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Blink-182 - Dammit
